,Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
12462,18601,,Papua New Guinea,2020-01-22,0.0,0.0
12463,18602,,Papua New Guinea,2020-01-23,0.0,0.0
12464,18603,,Papua New Guinea,2020-01-24,0.0,0.0
12465,18604,,Papua New Guinea,2020-01-25,0.0,0.0
12466,18605,,Papua New Guinea,2020-01-26,0.0,0.0
12467,18606,,Papua New Guinea,2020-01-27,0.0,0.0
12468,18607,,Papua New Guinea,2020-01-28,0.0,0.0
12469,18608,,Papua New Guinea,2020-01-29,0.0,0.0
12470,18609,,Papua New Guinea,2020-01-30,0.0,0.0
12471,18610,,Papua New Guinea,2020-01-31,0.0,0.0
12472,18611,,Papua New Guinea,2020-02-01,0.0,0.0
12473,18612,,Papua New Guinea,2020-02-02,0.0,0.0
12474,18613,,Papua New Guinea,2020-02-03,0.0,0.0
12475,18614,,Papua New Guinea,2020-02-04,0.0,0.0
12476,18615,,Papua New Guinea,2020-02-05,0.0,0.0
12477,18616,,Papua New Guinea,2020-02-06,0.0,0.0
12478,18617,,Papua New Guinea,2020-02-07,0.0,0.0
12479,18618,,Papua New Guinea,2020-02-08,0.0,0.0
12480,18619,,Papua New Guinea,2020-02-09,0.0,0.0
12481,18620,,Papua New Guinea,2020-02-10,0.0,0.0
12482,18621,,Papua New Guinea,2020-02-11,0.0,0.0
12483,18622,,Papua New Guinea,2020-02-12,0.0,0.0
12484,18623,,Papua New Guinea,2020-02-13,0.0,0.0
12485,18624,,Papua New Guinea,2020-02-14,0.0,0.0
12486,18625,,Papua New Guinea,2020-02-15,0.0,0.0
12487,18626,,Papua New Guinea,2020-02-16,0.0,0.0
12488,18627,,Papua New Guinea,2020-02-17,0.0,0.0
12489,18628,,Papua New Guinea,2020-02-18,0.0,0.0
12490,18629,,Papua New Guinea,2020-02-19,0.0,0.0
12491,18630,,Papua New Guinea,2020-02-20,0.0,0.0
12492,18631,,Papua New Guinea,2020-02-21,0.0,0.0
12493,18632,,Papua New Guinea,2020-02-22,0.0,0.0
12494,18633,,Papua New Guinea,2020-02-23,0.0,0.0
12495,18634,,Papua New Guinea,2020-02-24,0.0,0.0
12496,18635,,Papua New Guinea,2020-02-25,0.0,0.0
12497,18636,,Papua New Guinea,2020-02-26,0.0,0.0
12498,18637,,Papua New Guinea,2020-02-27,0.0,0.0
12499,18638,,Papua New Guinea,2020-02-28,0.0,0.0
12500,18639,,Papua New Guinea,2020-02-29,0.0,0.0
12501,18640,,Papua New Guinea,2020-03-01,0.0,0.0
12502,18641,,Papua New Guinea,2020-03-02,0.0,0.0
12503,18642,,Papua New Guinea,2020-03-03,0.0,0.0
12504,18643,,Papua New Guinea,2020-03-04,0.0,0.0
12505,18644,,Papua New Guinea,2020-03-05,0.0,0.0
12506,18645,,Papua New Guinea,2020-03-06,0.0,0.0
12507,18646,,Papua New Guinea,2020-03-07,0.0,0.0
12508,18647,,Papua New Guinea,2020-03-08,0.0,0.0
12509,18648,,Papua New Guinea,2020-03-09,0.0,0.0
12510,18649,,Papua New Guinea,2020-03-10,0.0,0.0
12511,18650,,Papua New Guinea,2020-03-11,0.0,0.0
12512,18651,,Papua New Guinea,2020-03-12,0.0,0.0
12513,18652,,Papua New Guinea,2020-03-13,0.0,0.0
12514,18653,,Papua New Guinea,2020-03-14,0.0,0.0
12515,18654,,Papua New Guinea,2020-03-15,0.0,0.0
12516,18655,,Papua New Guinea,2020-03-16,0.0,0.0
12517,18656,,Papua New Guinea,2020-03-17,0.0,0.0
12518,18657,,Papua New Guinea,2020-03-18,0.0,0.0
12519,18658,,Papua New Guinea,2020-03-19,0.0,0.0
12520,18659,,Papua New Guinea,2020-03-20,1.0,0.0
12521,18660,,Papua New Guinea,2020-03-21,1.0,0.0
12522,18661,,Papua New Guinea,2020-03-22,1.0,0.0
12523,18662,,Papua New Guinea,2020-03-23,1.0,0.0
12524,18663,,Papua New Guinea,2020-03-24,1.0,0.0
12525,18664,,Papua New Guinea,2020-03-25,1.0,0.0
12526,18665,,Papua New Guinea,2020-03-26,1.0,0.0
12527,18666,,Papua New Guinea,2020-03-27,1.0,0.0
12528,18667,,Papua New Guinea,2020-03-28,1.0,0.0
