,Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
17554,26201,Oregon,US,2020-01-22,0.0,0.0
17555,26202,Oregon,US,2020-01-23,0.0,0.0
17556,26203,Oregon,US,2020-01-24,0.0,0.0
17557,26204,Oregon,US,2020-01-25,0.0,0.0
17558,26205,Oregon,US,2020-01-26,0.0,0.0
17559,26206,Oregon,US,2020-01-27,0.0,0.0
17560,26207,Oregon,US,2020-01-28,0.0,0.0
17561,26208,Oregon,US,2020-01-29,0.0,0.0
17562,26209,Oregon,US,2020-01-30,0.0,0.0
17563,26210,Oregon,US,2020-01-31,0.0,0.0
17564,26211,Oregon,US,2020-02-01,0.0,0.0
17565,26212,Oregon,US,2020-02-02,0.0,0.0
17566,26213,Oregon,US,2020-02-03,0.0,0.0
17567,26214,Oregon,US,2020-02-04,0.0,0.0
17568,26215,Oregon,US,2020-02-05,0.0,0.0
17569,26216,Oregon,US,2020-02-06,0.0,0.0
17570,26217,Oregon,US,2020-02-07,0.0,0.0
17571,26218,Oregon,US,2020-02-08,0.0,0.0
17572,26219,Oregon,US,2020-02-09,0.0,0.0
17573,26220,Oregon,US,2020-02-10,0.0,0.0
17574,26221,Oregon,US,2020-02-11,0.0,0.0
17575,26222,Oregon,US,2020-02-12,0.0,0.0
17576,26223,Oregon,US,2020-02-13,0.0,0.0
17577,26224,Oregon,US,2020-02-14,0.0,0.0
17578,26225,Oregon,US,2020-02-15,0.0,0.0
17579,26226,Oregon,US,2020-02-16,0.0,0.0
17580,26227,Oregon,US,2020-02-17,0.0,0.0
17581,26228,Oregon,US,2020-02-18,0.0,0.0
17582,26229,Oregon,US,2020-02-19,0.0,0.0
17583,26230,Oregon,US,2020-02-20,0.0,0.0
17584,26231,Oregon,US,2020-02-21,0.0,0.0
17585,26232,Oregon,US,2020-02-22,0.0,0.0
17586,26233,Oregon,US,2020-02-23,0.0,0.0
17587,26234,Oregon,US,2020-02-24,0.0,0.0
17588,26235,Oregon,US,2020-02-25,0.0,0.0
17589,26236,Oregon,US,2020-02-26,0.0,0.0
17590,26237,Oregon,US,2020-02-27,0.0,0.0
17591,26238,Oregon,US,2020-02-28,0.0,0.0
17592,26239,Oregon,US,2020-02-29,0.0,0.0
17593,26240,Oregon,US,2020-03-01,0.0,0.0
17594,26241,Oregon,US,2020-03-02,0.0,0.0
17595,26242,Oregon,US,2020-03-03,0.0,0.0
17596,26243,Oregon,US,2020-03-04,0.0,0.0
17597,26244,Oregon,US,2020-03-05,0.0,0.0
17598,26245,Oregon,US,2020-03-06,0.0,0.0
17599,26246,Oregon,US,2020-03-07,0.0,0.0
17600,26247,Oregon,US,2020-03-08,0.0,0.0
17601,26248,Oregon,US,2020-03-09,0.0,0.0
17602,26249,Oregon,US,2020-03-10,15.0,0.0
17603,26250,Oregon,US,2020-03-11,19.0,0.0
17604,26251,Oregon,US,2020-03-12,24.0,0.0
17605,26252,Oregon,US,2020-03-13,30.0,0.0
17606,26253,Oregon,US,2020-03-14,32.0,0.0
17607,26254,Oregon,US,2020-03-15,36.0,1.0
17608,26255,Oregon,US,2020-03-16,39.0,1.0
17609,26256,Oregon,US,2020-03-17,66.0,1.0
17610,26257,Oregon,US,2020-03-18,68.0,2.0
17611,26258,Oregon,US,2020-03-19,88.0,3.0
17612,26259,Oregon,US,2020-03-20,114.0,3.0
17613,26260,Oregon,US,2020-03-21,114.0,5.0
17614,26261,Oregon,US,2020-03-22,161.0,5.0
17615,26262,Oregon,US,2020-03-23,191.0,5.0
17616,26263,Oregon,US,2020-03-24,210.0,8.0
17617,26264,Oregon,US,2020-03-25,266.0,10.0
17618,26265,Oregon,US,2020-03-26,316.0,11.0
17619,26266,Oregon,US,2020-03-27,416.0,12.0
17620,26267,Oregon,US,2020-03-28,479.0,13.0
